Date Occurred ,Crime Description
10/21/2020,CRISIS INTERVEN. - MENTAL ILLNESS  
2/24/2020 ,LOST ARTICLES                      
12/28/2020,SPEEDING (RADAR)                   
12/31/2020,BATTERY-AGG DOMESTIC               
12/27/2020,SPEEDING (RADAR)                   
11/15/2020,UNLAWFUL USE OF I.D.               
12/26/2020,HARASSMENT BY ELECTRONIC COMMUNICAT
1/05/2020 ,CRIMINAL DAMAGE TO PROPERTY        
1/05/2020 ,BURGLARY                           
12/24/2020,ACCIDENT INVOLVING INJURY          
12/24/2020,FAILURE TO YIELD TURNING LEFT      
3/13/2020 ,PEDESTRIAN STOPS                   
2/15/2020 ,UNLAWFUL USE OF I.D.               
1/20/2020 ,ACCIDENT ON PRIVATE PROPERTY       
1/20/2020 ,ACCIDENT INVOLVING NON-INJURY      
1/20/2020 ,ACCIDENT HIT AND RUN               
1/22/2020 ,FUGITIVE FROM JUSTICE              
1/21/2020 ,ACCIDENT INVOLVING INJURY          
1/21/2020 ,FAILURE TO YIELD FROM STOP SIGN    
1/23/2020 ,DISORDERLY CONDUCT-ALL OTHER       
1/21/2020 ,FAILURE TO YIELD TO EMERGENCY VEH  
1/21/2020 ,SPEEDING (RADAR)                   
1/14/2020 ,FIELD INTERVIEW                    
1/23/2020 ,WARRANT-IN STATE                   
1/23/2020 ,ACCIDENT INVOLVING NON-INJURY      
1/23/2020 ,FAILURE TO REDUCE SPEED            
1/18/2020 ,THEFT-RETAIL                       
1/22/2020 ,OTHER TROUBLE/INFO RPT             
1/24/2020 ,UNLAWFUL POSS/USE WEAPON BY FELON  
1/24/2020 ,WARRANT-OUT OF STATE               
4/03/2020 ,THEFT-MOTOR VEHICLE                
4/04/2020 ,DOMESTIC DISPUTE                   
4/04/2020 ,DOMESTIC DISPUTE                   
3/20/2020 ,DOGS RUNNING AT LARGE              
4/05/2020 ,BATTERY-DOMESTIC                   
4/06/2020 ,CRIMINAL DAMAGE TO PROPERTY        
4/05/2020 ,LOST DRIVERS LICENSE/PLATE         
4/05/2020 ,CRIMINAL DAMAGE TO PROPERTY        
4/06/2020 ,THEFT $500 AND UNDER               
4/06/2020 ,THEFT OVER $500                    
4/06/2020 ,BATTERY-DOMESTIC                   
4/03/2020 ,THEFT $500 AND UNDER               
4/03/2020 ,ACCIDENT HIT AND RUN               
4/03/2020 ,ACCIDENT INVOLVING NON-INJURY      
4/09/2020 ,BATTERY-DOMESTIC                   
4/06/2020 ,CRIMINAL DAMAGE TO PROPERTY        
3/27/2020 ,BURGLARY                           
4/11/2020 ,AGG DISCHARGE OF FIREARM           
4/11/2020 ,BATTERY-AGGRAVATED                 
4/11/2020 ,BATTERY-DOMESTIC                   
4/08/2020 ,MISSING PERSON ADULT/FEMALE        
4/11/2020 ,BATTERY-DOMESTIC                   
4/02/2020 ,THEFT-MOTOR VEHICLE                
4/09/2020 ,FRAUD-CREDIT CARD                  
4/09/2020 ,BURGLARY FROM MOTOR VEHICLE        
4/10/2020 ,THEFT $500 AND UNDER               
4/10/2020 ,FORGERY                            
6/10/2020 ,VOID FILE NUMBER                   
6/05/2020 ,BATTERY-DOMESTIC                   
6/27/2020 ,RECOVERED PROPERTY ONLY            
6/29/2020 ,BATTERY-DOMESTIC                   
6/29/2020 ,NO VALID DL DRIVERS LICENSE        
6/29/2020 ,CURFEW                             
6/29/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
6/26/2020 ,PEDESTRIAN STOPS                   
6/26/2020 ,PEDESTRIAN STOPS                   
6/26/2020 ,PEDESTRIAN STOPS                   
6/26/2020 ,TRAFFIC SIGN VIOLATION             
6/29/2020 ,AGG DISCHARGE OF FIREARM           
6/29/2020 ,ASSAULT-AGGRAVATED                 
6/29/2020 ,ASSAULT-AGGRAVATED                 
6/29/2020 ,ASSAULT-AGGRAVATED                 
2/24/2020 ,BURGLARY FROM MOTOR VEHICLE        
6/26/2020 ,SPEEDING (RADAR)                   
6/26/2020 ,SPEEDING (RADAR)                   
6/27/2020 ,SPEEDING (RADAR)                   
6/29/2020 ,BATTERY                            
7/01/2020 ,MISSING PERSON ADULT/MALE          
7/01/2020 ,THEFT OVER $500                    
7/01/2020 ,FIELD INTERVIEW                    
7/01/2020 ,FIELD INTERVIEW                    
6/28/2020 ,SPEEDING (RADAR)                   
6/30/2020 ,ACCIDENT INVOLVING NON-INJURY      
6/30/2020 ,ACCIDENT HIT AND RUN               
6/30/2020 ,LEAVING THE SCENE OF AN ACCIDENT   
7/01/2020 ,FOUND ARTICLES                     
7/01/2020 ,FOUND ARTICLES                     
7/01/2020 ,FOUND ARTICLES                     
1/23/2020 ,ACCIDENT HIT AND RUN               
1/23/2020 ,CRIMINAL DAMAGE TO PROPERTY        
1/23/2020 ,FAILURE TO SIGNAL                  
1/24/2020 ,FORGERY                            
1/20/2020 ,THEFT OVER $500                    
1/24/2020 ,MENTAL CASE-TRANSPORTATION         
1/24/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
1/25/2020 ,SPECIFIC NOISE PROHIBITED          
1/25/2020 ,BATTERY-DOMESTIC                   
1/25/2020 ,BATTERY-DOMESTIC                   
1/25/2020 ,BATTERY-DOMESTIC                   
1/21/2020 ,SPEEDING (RADAR)                   
1/21/2020 ,SPEEDING (RADAR)                   
1/26/2020 ,SEXUAL-ASSAULT-CRIMINAL            
1/25/2020 ,BURGLARY FROM MOTOR VEHICLE        
1/25/2020 ,FRAUD-CREDIT CARD                  
2/25/2020 ,BATTERY-DOMESTIC                   
2/25/2020 ,CRIMINAL DAMAGE TO PROPERTY        
2/25/2020 ,THEFT $500 AND UNDER               
2/27/2020 ,CRIMINAL DAMAGE TO PROPERTY        
2/27/2020 ,HOME INVASION                      
2/19/2020 ,ELECTRONIC COMMUNICATION-VOICE     
2/19/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
2/28/2020 ,DEATH INVESTIGATION                
2/28/2020 ,PEDESTRIAN WALKING ON ROADWAY      
2/28/2020 ,ACCIDENT INVOLVING DEATH           
2/28/2020 ,ACCIDENT INVOLVING PEDESTRIAN      
2/28/2020 ,LEAVING SCENE INJURY ACCIDENT      
2/28/2020 ,IMPOUNDED VEHICLE                  
12/17/2020,ASSAULT -CITY                      
12/19/2020,BATTERY-DOMESTIC                   
10/30/2020,VOID FILE NUMBER                   
3/22/2020 ,DECEPTIVE PRACTICES                
1/06/2020 ,TRAFFIC SIGNAL VIOLATION           
1/08/2020 ,SPEEDING (RADAR)                   
1/01/2020 ,BATTERY                            
1/12/2020 ,BURGLARY FROM MOTOR VEHICLE        
1/13/2020 ,CRIMINAL DAMAGE TO PROPERTY        
1/12/2020 ,ACCIDENT INVOLVING BICYLE          
1/12/2020 ,ACCIDENT INVOLVING INJURY          
1/13/2020 ,ACCIDENT INVOLVING NON-INJURY      
1/13/2020 ,IMPROPER LANE USAGE                
1/04/2020 ,TERRY STOPS                        
1/04/2020 ,DRIVING UNDER SUSPENDED LICENSE    
1/04/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
1/14/2020 ,ACCIDENT INVOLVING NON-INJURY      
1/14/2020 ,IMPROPER LANE USAGE                
1/14/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
1/14/2020 ,DRIVING UNDER SUSPENDED LICENSE    
1/14/2020 ,IMPOUNDED VEHICLE                  
1/13/2020 ,BURGLARY RESIDENTIAL               
1/13/2020 ,POSSESSION STOLEN PROPERTY         
1/11/2020 ,THEFT-RETAIL                       
1/14/2020 ,THEFT $500 AND UNDER               
1/14/2020 ,FIELD INTERVIEW                    
1/15/2020 ,CRISIS INTERVEN. - SUICIDE IDEATION
1/15/2020 ,SUICIDE THREAT-NO ATTEMPT          
1/06/2020 ,PEDESTRIAN STOPS                   
2/28/2020 ,ACCIDENT INVOLVING INJURY          
2/28/2020 ,IMPROPER LANE USAGE                
2/22/2020 ,DISOBEY TRAFFIC SIGNAL/RR CROSSING 
2/22/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
2/27/2020 ,ACCIDENT INVOLVING PEDESTRIAN      
2/27/2020 ,ACCIDENT INVOLVING INJURY          
2/22/2020 ,EXPIRED REGISTRATION               
2/23/2020 ,DISOBEY TRAFFIC SIGNAL/RR CROSSING 
2/03/2020 ,SPEEDING (RADAR)                   
4/20/2020 ,BURGLARY FROM MOTOR VEHICLE        
4/17/2020 ,THEFT $500 AND UNDER               
4/22/2020 ,CRIMINAL DAMAGE TO PROPERTY        
4/23/2020 ,CRISIS INTERVEN. - SUICIDE ATTEMPT 
4/23/2020 ,SUICIDE ATTEMPT/DRUGS              
4/11/2020 ,THEFT $500 AND UNDER               
4/11/2020 ,LOST DRIVERS LICENSE/PLATE         
4/22/2020 ,THEFT-MOTOR VEHICLE                
4/14/2020 ,CRISIS INTERVEN. - SUICIDE ATTEMPT 
4/14/2020 ,SUICIDE ATTEMPT/DRUGS              
4/14/2020 ,USE OF FORCE BY OFFICER            
4/14/2020 ,RESIST/OBS CORRECT/POLICE/FIRE     
4/23/2020 ,THEFT-MOTOR VEHICLE                
4/23/2020 ,THEFT $500 AND UNDER               
4/25/2020 ,FIELD INTERVIEW                    
4/25/2020 ,FIELD INTERVIEW                    
4/24/2020 ,FIELD INTERVIEW                    
4/18/2020 ,OTHER TROUBLE/INFO RPT             
4/26/2020 ,BATTERY-DOMESTIC                   
4/26/2020 ,BATTERY-DOMESTIC                   
1/24/2020 ,FUGITIVE FROM JUSTICE              
1/24/2020 ,SEARCH WARRANT SERVICE             
1/23/2020 ,SUICIDE ATTEMPT/CUTTING            
1/23/2020 ,CRISIS INTERVEN. - SUICIDE ATTEMPT 
2/28/2020 ,IMPOUNDED VEHICLE                  
2/28/2020 ,FIELD INTERVIEW                    
2/28/2020 ,FIELD INTERVIEW                    
2/28/2020 ,DRIVING UNDER SUSPENDED LICENSE    
2/27/2020 ,BURGLARY RESIDENTIAL               
2/22/2020 ,MIP ALCOHOL/LIQUOR                 
2/23/2020 ,MIP ALCOHOL/LIQUOR                 
2/27/2020 ,THEFT-RETAIL                       
2/27/2020 ,CRIMINAL DAMAGE TO PROPERTY        
2/29/2020 ,BATTERY-AGGRAVATED                 
2/03/2020 ,ELECTRONIC COMMUNICATION-VOICE     
2/08/2020 ,FRAUD-CREDIT CARD                  
2/27/2020 ,SALES OF TOBACCO TO MINORS         
2/28/2020 ,BATTERY-AGGRAVATED                 
3/01/2020 ,VIOLATION ORDER PROTECTION         
3/01/2020 ,THEFT OF LOST/MISLAID PROPERTY     
3/01/2020 ,ROBBERY-ARMED                      
3/02/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
3/02/2020 ,SPEEDING (RADAR)                   
3/02/2020 ,DRIVING UNDER REVOKED LICENSE      
3/02/2020 ,IMPOUNDED VEHICLE                  
2/22/2020 ,FAILURE TO YIELD AT INTERSECTION   
2/22/2020 ,ACCIDENT INVOLVING NON-INJURY      
2/23/2020 ,ACCIDENT HIT AND RUN               
2/23/2020 ,ACCIDENT INVOLVING NON-INJURY      
6/05/2020 ,BATTERY-DOMESTIC                   
6/09/2020 ,BURGLARY RESIDENTIAL               
6/08/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
6/11/2020 ,HIT AND RUN                        
6/11/2020 ,FAILURE TO REDUCE SPEED            
6/11/2020 ,ACCIDENT INVOLVING NON-INJURY      
6/11/2020 ,IMPOUNDED VEHICLE                  
6/11/2020 ,DRIVING UNDER SUSPENDED LICENSE    
5/29/2020 ,SPEEDING (RADAR)                   
5/29/2020 ,DISOBEY TRAFFIC SIGNAL/RR CROSSING 
6/10/2020 ,BATTERY                            
6/11/2020 ,BATTERY-DOMESTIC                   
6/03/2020 ,ACCIDENT INVOLVING NON-INJURY      
6/03/2020 ,ACCIDENT ON PRIVATE PROPERTY       
6/03/2020 ,ACCIDENT HIT AND RUN               
6/10/2020 ,ACCIDENT INVOLVING NON-INJURY      
6/10/2020 ,FAILURE TO YIELD AT INTERSECTION   
5/31/2020 ,BURGLARY                           
6/05/2020 ,VIOLATION ORDER PROTECTION         
6/12/2020 ,CRISIS INTERVEN. - SUICIDE IDEATION
6/14/2020 ,SEXUAL ABUSE-CRIMINAL              
6/14/2020 ,BATTERY-AGGRAVATED                 
6/12/2020 ,FIELD INTERVIEW                    
6/15/2020 ,CRISIS INTERVEN. - OTHER           
6/15/2020 ,FIELD INTERVIEW                    
6/12/2020 ,FIELD INTERVIEW                    
6/12/2020 ,FIELD INTERVIEW                    
6/08/2020 ,FIELD INTERVIEW                    
6/09/2020 ,ROBBERY                            
5/29/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
6/12/2020 ,THEFT OVER $500                    
6/10/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
6/10/2020 ,FIELD INTERVIEW                    
6/02/2020 ,DECEPTIVE PRACTICES                
6/02/2020 ,FORGERY                            
6/15/2020 ,BATTERY-DOMESTIC                   
6/15/2020 ,BATTERY-DOMESTIC                   
6/15/2020 ,BATTERY-DOMESTIC                   
5/22/2020 ,DOGS RUNNING AT LARGE              
5/22/2020 ,RABIES VACCINE REQUIRED            
8/02/2020 ,FIELD INTERVIEW                    
8/04/2020 ,FIELD INTERVIEW                    
8/09/2020 ,WARRANT-IN STATE                   
8/09/2020 ,FIELD INTERVIEW                    
8/08/2020 ,ACCIDENT ON PRIVATE PROPERTY       
8/08/2020 ,ACCIDENT INVOLVING NON-INJURY      
8/08/2020 ,ACCIDENT INVOLVING MOTORCYCLE      
8/08/2020 ,ACCIDENT HIT AND RUN               
8/08/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
8/08/2020 ,LEAVING THE SCENE OF AN ACCIDENT   
7/24/2020 ,ACCIDENT HIT AND RUN               
7/24/2020 ,ACCIDENT INVOLVING NON-INJURY      
6/06/2020 ,BATTERY-DOMESTIC                   
6/06/2020 ,ROBBERY                            
8/06/2020 ,BURGLARY FROM MOTOR VEHICLE        
8/06/2020 ,THEFT $500 AND UNDER               
8/10/2020 ,LOST ARTICLES                      
8/09/2020 ,RESISTING/OBSTR. OFFICER           
6/23/2020 ,SPEEDING (RADAR)                   
6/23/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
8/19/2020 ,DOMESTIC DISPUTE                   
8/19/2020 ,BATTERY-AGGRAVATED                 
8/19/2020 ,FIELD INTERVIEW                    
8/23/2020 ,IMPOUNDED VEHICLE                  
8/23/2020 ,THEFT-MOTOR VEHICLE                
8/17/2020 ,ACCIDENT INVOLVING NON-INJURY      
8/22/2020 ,VOID FILE NUMBER                   
8/21/2020 ,RESIST/OBS CORRECT/POLICE/FIRE     
8/21/2020 ,BATTERY-AGG DOMESTIC               
8/21/2020 ,BATTERY-AGGRAVATED                 
8/21/2020 ,USE OF FORCE BY OFFICER            
8/16/2020 ,BURGLARY FROM MOTOR VEHICLE        
8/22/2020 ,RESIST/OBS CORRECT/POLICE/FIRE     
8/22/2020 ,BATTERY-DOMESTIC                   
8/22/2020 ,ASSAULT                            
8/22/2020 ,USE OF FORCE BY OFFICER            
8/15/2020 ,VOID FILE NUMBER                   
8/22/2020 ,MOB ACTION                         
8/22/2020 ,BATTERY                            
8/23/2020 ,BURGLARY                           
8/21/2020 ,DOMESTIC DISPUTE                   
8/21/2020 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
8/21/2020 ,ENHANCED DOMESTIC VIOLENCE PROTOCOL
8/14/2020 ,ACCIDENT INVOLVING NON-INJURY      
8/14/2020 ,IMPROPER LANE USAGE-ONE-WAY ST     
8/17/2020 ,THEFT $500 AND UNDER               
8/17/2020 ,THEFT $500 AND UNDER               
10/21/2020,SUICIDE THREAT-NO ATTEMPT          
10/21/2020,BATTERY-DOMESTIC                   
10/21/2020,THREATEN PUBLIC OFFICIAL OR HS PROV
10/21/2020,ASSAULT-AGGRAVATED                 
10/19/2020,BATTERY                            
10/22/2020,BATTERY-DOMESTIC                   
10/22/2020,BATTERY-DOMESTIC                   
10/22/2020,UNLAWFUL RESTRAINT                 
10/22/2020,BATTERY-DOMESTIC                   
10/19/2020,ACCIDENT INVOLVING NON-INJURY      
10/19/2020,TRAFFIC SIGN VIOLATION             
10/15/2020,FRAUD-CREDIT CARD                  
10/23/2020,THEFT-MOTOR VEHICLE                
10/17/2020,BATTERY-AGG DOMESTIC               
10/19/2020,THEFT $500 AND UNDER               
12/13/2020,RECOVERED PROPERTY ONLY            
12/13/2020,FOUND ARTICLES                     
11/29/2020,SPEEDING (RADAR)                   
12/13/2020,BATTERY-DOMESTIC                   
12/13/2020,BATTERY-DOMESTIC                   
12/13/2020,BATTERY-DOMESTIC                   
12/13/2020,BATTERY-DOMESTIC                   
12/05/2020,SPEEDING (RADAR)                   
12/14/2020,VOID FILE NUMBER                   
12/03/2020,SPEEDING (RADAR)                   
12/03/2020,SPEEDING (RADAR)                   
11/04/2020,CRIMINAL DAMAGE TO PROPERTY        
12/11/2020,THEFT-MOTOR VEHICLE                
12/11/2020,FIELD INTERVIEW                    
2/18/2020 ,THEFT-RETAIL                       
2/08/2020 ,CRISIS INTERVEN. - SUICIDE IDEATION
2/08/2020 ,SUICIDE THREAT-NO ATTEMPT          
2/27/2020 ,CRIMINAL DAMAGE TO PROPERTY        
2/27/2020 ,HOME INVASION                      
2/29/2020 ,BATTERY-DOMESTIC                   
2/29/2020 ,ASSAULT-AGGRAVATED                 
2/29/2020 ,DOMESTIC-INTERFERENCE WITH REPORT  
2/29/2020 ,ROBBERY                            
2/29/2020 ,USE OF FORCE BY OFFICER            
2/29/2020 ,RETAIL THEFT                       
2/20/2020 ,SPEEDING (RADAR)                   
2/27/2020 ,SALES OF TOBACCO TO MINORS         
3/01/2020 ,ROBBERY-ARMED                      
2/29/2020 ,IMPROPER LANE USAGE                
2/29/2020 ,ACCIDENT INVOLVING NON-INJURY      
3/02/2020 ,ASSAULT                            
3/02/2020 ,BATTERY-AGGRAVATED                 
3/02/2020 ,BATTERY-AGGRAVATED                 
3/02/2020 ,BATTERY-AGGRAVATED                 
3/02/2020 ,USE OF FORCE BY OFFICER            
3/02/2020 ,RESIST/OBS CORRECT/POLICE/FIRE     
3/02/2020 ,FRAUD-DECEPTION                    
2/22/2020 ,IMPROPER USE OF SIGNAL             
2/22/2020 ,SPEEDING (RADAR)                   
2/23/2020 ,IMPROPER USE OF REGISTRATION       
4/10/2020 ,ACCIDENT HIT AND RUN               
4/10/2020 ,ACCIDENT INVOLVING NON-INJURY      
3/11/2020 ,HARASSMENT BY ELECTRONIC COMMUNICAT
4/04/2020 ,DECEPTIVE PRACTICES                
4/26/2020 ,THEFT $500 AND UNDER               
4/26/2020 ,BATTERY                            
4/27/2020 ,OTHER TROUBLE/INFO RPT             
3/18/2020 ,VOID FILE NUMBER                   
4/29/2020 ,ACCIDENT INVOLVING NON-INJURY      
4/29/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
4/29/2020 ,HIT AND RUN                        
4/29/2020 ,UNLAWFUL USE OF WEAPONS            
4/29/2020 ,ACCIDENT W/NON-VEH PROP DAMAGE     
4/29/2020 ,IMPOUNDED VEHICLE                  
4/29/2020 ,LEAVING THE SCENE OF AN ACCIDENT   
4/29/2020 ,FAILURE TO YIELD FROM STOP SIGN    
4/29/2020 ,ROBBERY                            
4/28/2020 ,BATTERY-DOMESTIC                   
4/28/2020 ,BATTERY                            
5/29/2020 ,NO VALID DL DRIVERS LICENSE        
5/29/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
5/29/2020 ,NO FRONT PLATE                     
6/24/2020 ,BATTERY-DOMESTIC                   
6/24/2020 ,BATTERY-DOMESTIC                   
6/26/2020 ,HEROIN OVERDOSE                    
6/25/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
6/27/2020 ,THEFT $500 AND UNDER               
6/27/2020 ,MISSING PERSON ADULT/FEMALE        
6/27/2020 ,OTHER TROUBLE/INFO RPT             
6/27/2020 ,CRISIS INTERVEN. - OTHER           
6/27/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
6/20/2020 ,THEFT $500 AND UNDER               
2/01/2020 ,FIELD INTERVIEW                    
2/21/2020 ,SPEEDING (RADAR)                   
2/21/2020 ,IMPROPER USE OF SIGNAL             
3/02/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
2/21/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
2/21/2020 ,IMPROPER USE OF SIGNAL             
2/21/2020 ,SPEEDING (RADAR)                   
2/22/2020 ,NO LIGHT ON BICYCLE                
2/23/2020 ,FAILURE TO YIELD AT INTERSECTION   
4/22/2020 ,BATTERY-DOMESTIC                   
4/21/2020 ,HOME INVASION                      
4/22/2020 ,CRIMINAL DAMAGE TO PROPERTY        
4/23/2020 ,CONTROLLED SUBSTANCE-LOOK-ALIKE    
4/23/2020 ,MANUFACTURE CONTROLLED SUB         
4/23/2020 ,ARMED VIOLENCE                     
4/22/2020 ,HARASSMENT BY ELECTRONIC COMMUNICAT
4/16/2020 ,THEFT-MOTOR VEHICLE                
4/23/2020 ,ASSIST OTHER POLICE DEPT           
4/22/2020 ,BATTERY-DOMESTIC                   
4/23/2020 ,"UNLAWFUL POSS OF REG(FORGED,ALTERED"
4/23/2020 ,ASSIST COUNTY POLICE               
3/25/2020 ,CRIMINAL DAMAGE TO PROPERTY        
4/20/2020 ,ASSIST OTHER POLICE DEPT           
4/25/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
4/02/2020 ,BATTERY-DOMESTIC                   
4/26/2020 ,TRESPASS TO LAND/REAL PROPERTY     
4/26/2020 ,THEFT-RETAIL                       
4/26/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
4/28/2020 ,FOUND ARTICLES                     
1/06/2020 ,PEDESTRIAN STOPS                   
1/06/2020 ,PEDESTRIAN STOPS                   
1/06/2020 ,PEDESTRIAN STOPS                   
1/06/2020 ,PEDESTRIAN STOPS                   
1/12/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
1/08/2020 ,EXPIRED REGISTRATION               
1/13/2020 ,SPEEDING (RADAR)                   
1/13/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
2/19/2020 ,SEX OFFENDER-ADDRESS VERIFICATION  
2/15/2020 ,MIP ALCOHOL/LIQUOR                 
2/19/2020 ,ACCIDENT INVOLVING POLICE VEHICLE  
2/19/2020 ,ACCIDENT INVOLVING NON-INJURY      
1/31/2020 ,BATTERY-AGGRAVATED                 
2/16/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
2/16/2020 ,SPEEDING (RADAR)                   
2/14/2020 ,DISOBEY TRAFFIC SIGNAL/RR CROSSING 
2/19/2020 ,DECEPTIVE PRACTICES                
2/19/2020 ,THEFT-MOTOR VEHICLE                
2/19/2020 ,LEAVING SCENE PROPERTY DAMAGE      
2/16/2020 ,EXPIRED REGISTRATION               
2/21/2020 ,DRIVING UNDER REVOKED LICENSE      
2/21/2020 ,IMPOUNDED VEHICLE                  
2/12/2020 ,FIELD INTERVIEW                    
2/12/2020 ,CRISIS INTERVEN. - OTHER           
2/19/2020 ,ACCIDENT INVOLVING NON-INJURY      
2/19/2020 ,FAILURE TO YIELD FROM STOP SIGN    
2/12/2020 ,BATTERY                            
2/12/2020 ,CRIMINAL DAMAGE TO PROPERTY        
2/12/2020 ,THEFT $500 AND UNDER               
8/23/2020 ,CRIMINAL DAMAGE TO PROPERTY        
8/23/2020 ,DOMESTIC DISPUTE                   
8/20/2020 ,VIOLATION ORDER PROTECTION         
8/23/2020 ,BURGLARY RESIDENTIAL               
8/21/2020 ,WARRANT-IN STATE                   
8/12/2020 ,BURGLARY RESIDENTIAL               
8/12/2020 ,CRIMINAL DAMAGE TO PROPERTY        
8/22/2020 ,SUICIDE ATTEMPT-OTHER MEANS        
8/22/2020 ,CRISIS INTERVEN. - SUICIDE ATTEMPT 
8/22/2020 ,MISSING PERSON ADULT/FEMALE        
9/25/2020 ,LOST DRIVERS LICENSE/PLATE         
9/25/2020 ,BURGLARY FROM MOTOR VEHICLE        
9/25/2020 ,CRIMINAL DAMAGE TO PROPERTY        
9/29/2020 ,THEFT-MOTOR VEHICLE                
9/27/2020 ,CRIMINAL DAMAGE TO PROPERTY        
9/24/2020 ,THEFT-RETAIL                       
9/27/2020 ,BURGLARY FROM MOTOR VEHICLE        
9/28/2020 ,CRISIS INTERVEN. - SUICIDE ATTEMPT 
9/28/2020 ,SUICIDE ATTEMPT/DRUGS              
9/29/2020 ,VOID FILE NUMBER                   
9/25/2020 ,TRAFFIC SIGNAL VIOLATION           
9/25/2020 ,ACCIDENT INVOLVING INJURY          
9/28/2020 ,WARRANT-IN STATE                   
9/20/2020 ,ACCIDENT INVOLVING NON-INJURY      
9/20/2020 ,TRAFFIC SIGNAL VIOLATION           
9/29/2020 ,ASSIST COUNTY POLICE               
8/23/2020 ,SEXUAL-ASSAULT-CRIMINAL            
8/23/2020 ,NON-CONSENSUAL DISS SEX IMAGES     
9/30/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
8/06/2020 ,BATTERY-DOMESTIC                   
8/06/2020 ,MISSING PERSON ADULT/FEMALE        
3/13/2020 ,FIELD INTERVIEW                    
8/11/2020 ,DECEPTIVE PRACTICES                
8/11/2020 ,MISSING PERSON ADULT/FEMALE        
8/02/2020 ,FOUND ARTICLES                     
8/11/2020 ,CRIMINAL DAMAGE TO PROPERTY        
8/13/2020 ,BATTERY-DOMESTIC                   
8/11/2020 ,FIELD INTERVIEW                    
9/08/2020 ,SEX OFFENDER-ADDRESS VERIFICATION  
9/13/2020 ,BATTERY                            
6/01/2020 ,THEFT-IDENTITY                     
9/17/2020 ,SEXUAL ASSAULT-AGG CRIMINAL        
9/19/2020 ,IMPOUNDED VEHICLE                  
9/19/2020 ,NO VALID DL DRIVERS LICENSE        
9/19/2020 ,LOST ARTICLES                      
9/09/2020 ,IMPROPER USE OF SIGNAL             
9/19/2020 ,HEROIN OVERDOSE                    
9/18/2020 ,SEXUAL-ASSAULT-CRIMINAL            
9/19/2020 ,THEFT-RETAIL                       
9/17/2020 ,CRIMINAL DAMAGE TO PROPERTY        
9/17/2020 ,BATTERY-AGG DOMESTIC               
9/17/2020 ,CRIMINAL DAMAGE TO PROPERTY        
9/03/2020 ,FAILURE TO YIELD TURNING LEFT      
9/03/2020 ,ACCIDENT INVOLVING NON-INJURY      
9/14/2020 ,ACCIDENT INVOLVING NON-INJURY      
9/18/2020 ,BURGLARY RESIDENTIAL               
9/20/2020 ,MISSING PERSON ADULT/FEMALE        
9/19/2020 ,DAMAGING PROPERTY                  
12/11/2020,CRISIS INTERVEN. - OTHER           
12/13/2020,FIELD INTERVIEW                    
12/12/2020,FIELD INTERVIEW                    
12/15/2020,ROBBERY                            
12/15/2020,IMPOUNDED VEHICLE                  
12/15/2020,FRAUD-CREDIT CARD                  
12/11/2020,FIELD INTERVIEW                    
12/15/2020,ACCIDENT INVOLVING NON-INJURY      
12/15/2020,FAILURE TO REDUCE SPEED            
7/26/2020 ,DEATH INVESTIGATION                
12/15/2020,BATTERY-DOMESTIC                   
12/13/2020,CRISIS INTERVEN. - OTHER           
12/13/2020,FIELD INTERVIEW                    
12/14/2020,CRIMINAL DAMAGE TO PROPERTY        
10/05/2020,MISSING PERSON ADULT/MALE          
12/15/2020,ASSAULT                            
12/15/2020,BATTERY-DOMESTIC                   
12/16/2020,SEXUAL-ASSAULT-CRIMINAL            
12/17/2020,DOMESTIC DISPUTE                   
12/17/2020,DOMESTIC DISPUTE                   
12/11/2020,SPEEDING (RADAR)                   
12/11/2020,TRAFFIC SIGNAL VIOLATION           
12/11/2020,D/L NOT ON PERSON                  
12/11/2020,OPERATE UNINSURED MOTOR VEHICLE    
12/19/2020,ACCIDENT HIT AND RUN               
