Date Occurred ,Crime Description
3/22/2019 ,UNLAWFUL RESTRAINT                 
3/22/2019 ,INTERFER W/REPORT DOM VIOLENCE     
4/08/2019 ,DOGS RUNNING AT LARGE              
4/11/2019 ,CRISIS INTERVEN. - OTHER           
4/12/2019 ,BATTERY-DOMESTIC                   
4/12/2019 ,BATTERY-DOMESTIC                   
4/02/2019 ,SPEEDING (RADAR)                   
4/08/2019 ,SPEEDING (RADAR)                   
4/13/2019 ,CRIMINAL DAMAGE TO PROPERTY        
4/15/2019 ,WARRANT-IN STATE                   
4/15/2019 ,RETAIL THEFT                       
4/15/2019 ,HEROIN OVERDOSE                    
4/04/2019 ,ELECTRONIC COMMUNICATION-TEXTING   
4/11/2019 ,IMPROPER USE OF SIGNAL             
5/11/2019 ,THEFT OVER $500                    
5/12/2019 ,TRESPASS TO LAND/REAL PROPERTY     
5/11/2019 ,FOUND ARTICLES                     
5/12/2019 ,CRISIS INTERVEN. - SUICIDE ATTEMPT 
5/12/2019 ,SUICIDE ATTEMPT/CUTTING            
5/13/2019 ,THEFT $500 AND UNDER               
5/13/2019 ,FRAUD-CREDIT CARD                  
5/14/2019 ,WARRANT-IN STATE                   
5/09/2019 ,OBSTRUCTED REG/IMPROP DISPLAY      
5/09/2019 ,ELECTRONIC COMMUNICATION-VOICE     
5/07/2019 ,ACCIDENT ON PRIVATE PROPERTY       
5/07/2019 ,ACCIDENT INVOLVING NON-INJURY      
5/07/2019 ,HIT AND RUN                        
5/07/2019 ,ACCIDENT HIT AND RUN               
5/07/2019 ,IMPOUNDED VEHICLE                  
5/11/2019 ,DISOBEY TRAFFIC SIGNAL/RR CROSSING 
5/10/2019 ,SPEEDING (RADAR)                   
5/12/2019 ,IMPROPER LANE USAGE                
5/03/2019 ,ACCIDENT ON PRIVATE PROPERTY       
5/03/2019 ,ACCIDENT INVOLVING NON-INJURY      
5/14/2019 ,BATTERY-DOMESTIC                   
5/13/2019 ,DISOBEY TRAFFIC SIGNAL/RR CROSSING 
5/13/2019 ,ACCIDENT INVOLVING NON-INJURY      
5/13/2019 ,ACCIDENT HIT AND RUN               
5/15/2019 ,IMPROPER LIGHTING/ONE HEADLIGHT    
5/10/2019 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
5/04/2019 ,HARASSMENT BY ELECTRONIC COMMUNICAT
5/14/2019 ,PARKING-HANDICAP                   
5/15/2019 ,THEFT FROM MOTOR VEHICLE           
5/13/2019 ,FAILURE TO YIELD AT INTERSECTION   
5/13/2019 ,ACCIDENT INVOLVING INJURY          
5/13/2019 ,TERRY STOPS                        
5/13/2019 ,DRIVING UNDER SUSPENDED LICENSE    
5/15/2019 ,BATTERY-AGG DOMESTIC               
5/15/2019 ,BATTERY-DOMESTIC                   
5/15/2019 ,BATTERY                            
5/15/2019 ,OBSTRUCTING JUSTICE                
5/15/2019 ,WARRANT-IN STATE                   
5/15/2019 ,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN
5/16/2019 ,FOUND ARTICLES                     
6/09/2019 ,THEFT-RETAIL                       
6/16/2019 ,THEFT OVER $500                    
6/16/2019 ,BATTERY-DOMESTIC                   
6/16/2019 ,BATTERY-DOMESTIC                   
6/17/2019 ,BURGLARY FROM MOTOR VEHICLE        
4/10/2019 ,DECEPTIVE PRACTICES                
4/10/2019 ,FORGERY                            
6/19/2019 ,DEATH INVESTIGATION                
6/16/2019 ,FIELD INTERVIEW                    
6/07/2019 ,SPEEDING-CONSTRUCTION ZONE         
6/15/2019 ,IMPROPER LIGHTING/ONE HEADLIGHT    
6/06/2019 ,ACCIDENT INVOLVING NON-INJURY      
6/06/2019 ,ACCIDENT HIT AND RUN               
6/06/2019 ,ACCIDENT ON PRIVATE PROPERTY       
6/15/2019 ,IMPROPER USE OF SIGNAL             
6/02/2019 ,NO TAILLIGHTS                      
6/02/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
6/12/2019 ,SPEEDING (RADAR)                   
6/18/2019 ,CRIMINAL DAMAGE TO PROPERTY        
6/20/2019 ,BATTERY-DOMESTIC                   
6/20/2019 ,DISORDERLY CONDUCT-ALL OTHER       
6/20/2019 ,BATTERY-DOMESTIC                   
6/20/2019 ,ASSAULT                            
6/21/2019 ,TRANSPORTING ALCOHOL/LIQ IN VEHICLE
6/21/2019 ,TERRY STOPS                        
6/21/2019 ,NO IMPOUND                         
6/21/2019 ,POSS OF DRUG PARAPHENALIA          
6/21/2019 ,CANNABIS POSS OVER 10 - 100 G -MISD
6/13/2019 ,ASSAULT -CITY                      
6/14/2019 ,THEFT-RETAIL                       
6/16/2019 ,THEFT-MOTOR VEHICLE                
6/17/2019 ,CRISIS INTERVEN. - SUICIDE ATTEMPT 
6/18/2019 ,BURGLARY FROM MOTOR VEHICLE        
6/20/2019 ,IMPROPER LANE USAGE                
6/20/2019 ,ACCIDENT INVOLVING NON-INJURY      
6/21/2019 ,DOMESTIC DISPUTE                   
6/19/2019 ,THEFT $500 AND UNDER               
6/17/2019 ,NO REGISTRATION                    
6/15/2019 ,IMPROPER LANE USAGE-ONE-WAY ST     
6/17/2019 ,OTHER EQUIPMENT VIOLATIONS         
6/19/2019 ,FORGERY                            
6/21/2019 ,THEFT $500 AND UNDER               
6/21/2019 ,THEFT OVER $500                    
5/15/2019 ,BURGLARY                           
6/21/2019 ,BURGLARY FROM MOTOR VEHICLE        
6/22/2019 ,THEFT $500 AND UNDER               
6/21/2019 ,IMPROPER LANE USAGE                
6/21/2019 ,ACCIDENT INVOLVING NON-INJURY      
7/27/2019 ,DRIVING UNDER SUSPENDED LICENSE    
7/27/2019 ,IMPOUNDED VEHICLE                  
7/27/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
7/21/2019 ,SPEEDING (RADAR)                   
7/27/2019 ,FOUND ARTICLES                     
7/27/2019 ,WARRANT-IN STATE                   
7/27/2019 ,FAILURE TO YIELD TURNING LEFT      
7/27/2019 ,DRIVING UNDER SUSPENDED LICENSE    
7/27/2019 ,IMPOUNDED VEHICLE                  
4/01/2019 ,SEXUAL ABUSE-CRIMINAL              
7/24/2019 ,BURGLARY FROM MOTOR VEHICLE        
7/27/2019 ,THEFT $500 AND UNDER               
7/13/2019 ,SPEEDING (RADAR)                   
7/25/2019 ,ELECTRONIC COMMUNICATION-VOICE     
7/23/2019 ,NO VALID DL DRIVERS LICENSE        
7/27/2019 ,THEFT OVER $500                    
7/19/2019 ,BURGLARY RESIDENTIAL               
7/28/2019 ,POSS ALCOHOL/LIQ PUBLIC PROP/PARKIN
7/28/2019 ,UNLAWFUL USE OF WEAPONS            
7/28/2019 ,ASSIST SICK & INJURED              
7/20/2019 ,BURGLARY                           
7/29/2019 ,FOUND ARTICLES                     
7/23/2019 ,FIELD INTERVIEW                    
7/25/2019 ,ACCIDENT INVOLVING INJURY          
7/25/2019 ,FAILURE TO REDUCE SPEED            
4/06/2019 ,UNLAWFUL USE OF I.D.               
7/29/2019 ,BATTERY-AGG DOMESTIC               
7/29/2019 ,CRISIS INTERVEN. - FAMILY          
7/29/2019 ,THEFT $500 AND UNDER               
7/29/2019 ,BATTERY-DOMESTIC                   
7/29/2019 ,BATTERY-DOMESTIC                   
7/29/2019 ,SPEEDING (TOO FAST FOR CONDITIONS) 
7/29/2019 ,ACCIDENT W/NON-VEH PROP DAMAGE     
7/29/2019 ,ACCIDENT ON PRIVATE PROPERTY       
7/29/2019 ,ACCIDENT INVOLVING INJURY          
7/29/2019 ,DISORDERLY CONDUCT-ALL OTHER       
7/29/2019 ,CRIMINAL DAMAGE TO PROPERTY        
7/29/2019 ,ASSAULT-AGGRAVATED                 
7/15/2019 ,SPEEDING (RADAR)                   
7/30/2019 ,ACCIDENT INVOLVING NON-INJURY      
7/30/2019 ,IMPROPER LANE USAGE                
7/25/2019 ,FAILURE TO YIELD AT INTERSECTION   
7/25/2019 ,ACCIDENT INVOLVING INJURY          
7/23/2019 ,ACCIDENT HIT AND RUN               
7/23/2019 ,ACCIDENT ON PRIVATE PROPERTY       
7/23/2019 ,ACCIDENT INVOLVING NON-INJURY      
5/12/2019 ,WARRANT-IN STATE                   
8/25/2019 ,FIELD INTERVIEW                    
8/26/2019 ,FOUND ARTICLES                     
8/21/2019 ,ELECTRONIC COMMUNICATION-VOICE     
8/30/2019 ,FOUND ARTICLES                     
8/14/2019 ,ELECTRONIC COMMUNICATION-VOICE     
8/14/2019 ,ELECTRONIC COMMUNICATION-VOICE     
8/23/2019 ,IMPROPER USE OF SIGNAL             
9/01/2019 ,FOUND ARTICLES                     
9/01/2019 ,DEATH INVESTIGATION                
8/29/2019 ,THEFT OVER $500                    
8/29/2019 ,CRIMINAL DAMAGE TO PROPERTY        
8/29/2019 ,BURGLARY                           
8/26/2019 ,CRIMINAL DAMAGE TO PROPERTY        
8/31/2019 ,DISORDERLY CONDUCT-ALL OTHER       
9/01/2019 ,SPEEDING (PACED)                   
9/01/2019 ,IMPROPER USE OF SIGNAL             
9/01/2019 ,AGG FLEE/ATTEMPT ELUDE OFFICER     
9/01/2019 ,TRAFFIC SIGN VIOLATION             
9/02/2019 ,BATTERY-DOMESTIC                   
9/02/2019 ,BATTERY-DOMESTIC                   
9/01/2019 ,THEFT OF LOST/MISLAID PROPERTY     
9/01/2019 ,ENDANG LIFE/HEALTH OF CHILD        
8/21/2019 ,FIELD INTERVIEW                    
8/21/2019 ,FIELD INTERVIEW                    
9/03/2019 ,ACCIDENT INVOLVING NON-INJURY      
9/03/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
9/03/2019 ,DRIVING UNDER SUSPENDED LICENSE    
9/03/2019 ,IMPOUNDED VEHICLE                  
8/31/2019 ,CRIMINAL DAMAGE TO PROPERTY        
9/16/2019 ,FIELD INTERVIEW                    
9/16/2019 ,CRISIS INTERVEN. - OTHER           
9/16/2019 ,ASSIST SCHOOLS                     
9/27/2019 ,THEFT-RETAIL                       
9/26/2019 ,SEARCH WARRANT SERVICE             
9/26/2019 ,ASSIST OTHER POLICE DEPT           
9/28/2019 ,HOME INVASION                      
9/28/2019 ,ENDANG LIFE/HEALTH OF CHILD        
9/28/2019 ,ASSAULT-AGGRAVATED                 
9/28/2019 ,BATTERY-DOMESTIC                   
9/27/2019 ,FIELD INTERVIEW                    
9/29/2019 ,THEFT OF LOST/MISLAID PROPERTY     
9/30/2019 ,LOST ARTICLES                      
10/01/2019,BATTERY-DOMESTIC                   
10/01/2019,BATTERY-DOMESTIC                   
9/29/2019 ,CRIMINAL DAMAGE TO PROPERTY        
9/29/2019 ,DOGS RUNNING AT LARGE              
9/29/2019 ,CRISIS INTERVEN. - OTHER           
9/29/2019 ,BATTERY                            
9/30/2019 ,DOMESTIC DISPUTE                   
9/30/2019 ,ACCIDENT ON PRIVATE PROPERTY       
9/30/2019 ,ACCIDENT INVOLVING NON-INJURY      
9/30/2019 ,ACCIDENT HIT AND RUN               
10/01/2019,BURGLARY FROM MOTOR VEHICLE        
9/27/2019 ,SEXUAL-ASSAULT-CRIMINAL            
10/02/2019,BATTERY-DOMESTIC                   
10/02/2019,BATTERY-DOMESTIC                   
10/02/2019,CRIMINAL DAMAGE TO PROPERTY        
10/29/2019,FAILURE TO REDUCE SPEED            
10/29/2019,ACCIDENT INVOLVING NON-INJURY      
9/24/2019 ,MOB ACTION                         
9/28/2019 ,UNLAWFUL USE OF I.D.               
10/30/2019,THEFT-RETAIL                       
10/29/2019,BURGLARY FROM MOTOR VEHICLE        
10/29/2019,ROBBERY-ARMED                      
10/30/2019,CRISIS INTERVEN. - SUICIDE ATTEMPT 
10/30/2019,SUICIDE ATTEMPT/CUTTING            
10/21/2019,SPEEDING (RADAR)                   
10/28/2019,FAILURE TO YIELD TURNING LEFT      
10/28/2019,ACCIDENT INVOLVING INJURY          
10/23/2019,ELECTRONIC COMMUNICATION-VOICE     
10/28/2019,ACCIDENT ON PRIVATE PROPERTY       
10/28/2019,ACCIDENT HIT AND RUN               
10/28/2019,ACCIDENT INVOLVING NON-INJURY      
11/03/2019,SPECIFIC NOISE PROHIBITED          
10/29/2019,THEFT $500 AND UNDER               
10/31/2019,HARASSMENT BY ELECTRONIC COMMUNICAT
10/29/2019,THEFT $500 AND UNDER               
10/29/2019,FRAUD-CREDIT CARD                  
11/01/2019,SPECIFIC NOISE PROHIBITED          
11/01/2019,RUNAWAY - MINOR REQUIRE AUTH INTER 
11/01/2019,CRISIS INTERVEN. - PARENT/JUVENILE 
9/01/2019 ,SEXUAL-ASSAULT-CRIMINAL            
9/01/2019 ,ASSIST OTHER POLICE DEPT           
11/26/2019,SPEEDING (RADAR)                   
1/22/2019 ,THEFT $500 AND UNDER               
1/22/2019 ,DOMESTIC DISPUTE                   
1/22/2019 ,WARRANT-IN STATE                   
1/22/2019 ,DOMESTIC DISPUTE                   
1/22/2019 ,ASSIST AGENCY (OTHER)              
1/22/2019 ,ACCIDENT INVOLVING NON-INJURY      
1/22/2019 ,IMPROPER BACKING                   
1/16/2019 ,ACCIDENT INVOLVING INJURY          
1/16/2019 ,NO VALID DL DRIVERS LICENSE        
1/16/2019 ,FAILURE TO REDUCE SPEED            
1/23/2019 ,DOMESTIC DISPUTE                   
1/22/2019 ,THEFT $500 AND UNDER               
1/22/2019 ,CRISIS INTERVEN. - SUICIDE IDEATION
1/22/2019 ,THEFT $500 AND UNDER               
1/18/2019 ,SPEEDING (RADAR)                   
1/18/2019 ,IMPROPER USE OF SIGNAL             
1/18/2019 ,IMPROPER LANE USAGE                
1/17/2019 ,IMPROPER USE OF SIGNAL             
1/20/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
1/24/2019 ,THEFT-RETAIL                       
1/24/2019 ,THEFT $500 AND UNDER               
1/17/2019 ,NO PARKING/HANDICAP ZONE           
1/24/2019 ,ACCIDENT INVOLVING NON-INJURY      
1/24/2019 ,ACCIDENT ON PRIVATE PROPERTY       
1/24/2019 ,ACCIDENT HIT AND RUN               
1/24/2019 ,RECKLESS DISCHARGE OF A FIREARM    
1/24/2019 ,AGG DISCHARGE OF FIREARM           
1/20/2019 ,FIELD INTERVIEW                    
1/18/2019 ,FIELD INTERVIEW                    
1/22/2019 ,SPEEDING (RADAR)                   
1/22/2019 ,SPEEDING (RADAR)                   
1/21/2019 ,SPEEDING (RADAR)                   
1/20/2019 ,DECEPTIVE PRACTICES                
1/18/2019 ,SPEEDING (RADAR)                   
2/23/2019 ,THEFT OVER $500                    
2/25/2019 ,WARRANT-IN STATE                   
2/25/2019 ,SUICIDE THREAT-NO ATTEMPT          
2/25/2019 ,CRISIS INTERVEN. - SUICIDE IDEATION
2/25/2019 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
2/25/2019 ,SUICIDE THREAT-NO ATTEMPT          
2/25/2019 ,CRISIS INTERVEN. - SUICIDE IDEATION
2/23/2019 ,THEFT OVER $500                    
2/26/2019 ,ACCIDENT INVOLVING NON-INJURY      
2/26/2019 ,FAILURE TO YIELD PRIVATE ROAD      
2/23/2019 ,LOST DRIVERS LICENSE/PLATE         
2/26/2019 ,BATTERY-DOMESTIC                   
2/26/2019 ,SPEEDING (RADAR)                   
2/24/2019 ,FAILURE TO YIELD FROM STOP SIGN    
3/11/2019 ,SPEEDING (RADAR)                   
3/18/2019 ,THEFT OVER $500                    
3/22/2019 ,BATTERY-DOMESTIC                   
3/22/2019 ,BATTERY-DOMESTIC                   
3/19/2019 ,DECEPTIVE PRACTICES                
3/23/2019 ,ACCIDENT INVOLVING NON-INJURY      
3/23/2019 ,ACCIDENT HIT AND RUN               
3/23/2019 ,ACCIDENT ON PRIVATE PROPERTY       
3/23/2019 ,BATTERY                            
3/17/2019 ,ACCIDENT INVOLVING NON-INJURY      
3/17/2019 ,ACCIDENT HIT AND RUN               
3/17/2019 ,ACCIDENT ON PRIVATE PROPERTY       
2/23/2019 ,ASSIST FIRE DEPT                   
2/23/2019 ,ARSON-AGGRAVATED                   
3/24/2019 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
3/12/2019 ,SEAT BELT-DRIVER & PASSENGER       
3/12/2019 ,SPEEDING (RADAR)                   
3/15/2019 ,SPEEDING (RADAR)                   
3/12/2019 ,SPEEDING (RADAR)                   
3/12/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
3/14/2019 ,EXPIRED REGISTRATION               
3/15/2019 ,DRIVING WITHOUT LIGHTS             
3/25/2019 ,BURGLARY RESIDENTIAL               
3/25/2019 ,CRIMINAL DAMAGE TO PROPERTY        
3/16/2019 ,IMPROPER LIGHTING/ONE HEADLIGHT    
3/16/2019 ,IMPROPER LANE USAGE                
3/19/2019 ,LOST ARTICLES                      
4/18/2019 ,THEFT OVER $500                    
4/18/2019 ,BATTERY-AGGRAVATED                 
4/18/2019 ,BATTERY-AGGRAVATED                 
4/18/2019 ,BATTERY-AGGRAVATED                 
4/18/2019 ,USE OF FORCE BY OFFICER            
4/12/2019 ,IMPROPER LANE USAGE-ONE-WAY ST     
4/15/2019 ,SPEEDING (RADAR)                   
4/15/2019 ,SPEEDING (RADAR)                   
4/15/2019 ,SPEEDING (RADAR)                   
4/08/2019 ,SPEEDING (RADAR)                   
4/08/2019 ,SPEEDING (RADAR)                   
4/08/2019 ,DISORDERLY CONDUCT-ALL OTHER       
4/16/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/16/2019 ,FAILURE TO REDUCE SPEED            
4/18/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/18/2019 ,ACCIDENT HIT AND RUN               
4/18/2019 ,ACCIDENT ON PRIVATE PROPERTY       
4/19/2019 ,VIOLATION ORDER PROTECTION         
4/20/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/20/2019 ,IMPROPER LANE USAGE                
4/20/2019 ,DRIVING UNDER THE INFL-ALCOHOL     
4/20/2019 ,BREATH ALCOHOL OVER LIMIT          
4/20/2019 ,IMPOUNDED VEHICLE                  
4/21/2019 ,ACCIDENT INVOLVING OTHER CITY PROP 
4/21/2019 ,ACCIDENT INVOLVING NON-INJURY      
4/21/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
4/21/2019 ,IMPROPER LANE USAGE                
4/21/2019 ,DRIVING UNDER THE INFL-ALCOHOL     
4/21/2019 ,ACCIDENT W/NON-VEH PROP DAMAGE     
4/21/2019 ,IMPOUNDED VEHICLE                  
4/19/2019 ,CRIMINAL DAMAGE TO PROPERTY        
4/20/2019 ,CRIMINAL DAMAGE TO PROPERTY        
4/20/2019 ,BATTERY-DOMESTIC                   
4/21/2019 ,FOUND ARTICLES                     
4/20/2019 ,BURGLARY RESIDENTIAL               
4/22/2019 ,FIELD INTERVIEW                    
4/17/2019 ,FIELD INTERVIEW                    
4/20/2019 ,FAILURE TO SIGNAL                  
4/20/2019 ,IMPROPER TURN AT INTERSECTION      
4/22/2019 ,BATTERY-DOMESTIC                   
4/22/2019 ,BATTERY-DOMESTIC                   
4/18/2019 ,IMPROPER PARKING ON ROADWAY        
4/19/2019 ,FIELD INTERVIEW                    
4/19/2019 ,FIELD INTERVIEW                    
4/22/2019 ,ELECTRONIC COMMUNICATION-VOICE     
4/18/2019 ,CRIMINAL DAMAGE TO PROPERTY        
4/13/2019 ,BATTERY-AGGRAVATED                 
5/20/2019 ,SPEEDING (RADAR)                   
5/21/2019 ,THEFT $500 AND UNDER               
5/21/2019 ,BURGLARY FROM MOTOR VEHICLE        
5/21/2019 ,DECEPTIVE PRACTICES                
3/01/2019 ,LOST DRIVERS LICENSE/PLATE         
5/21/2019 ,SEX OFFENDER-ADDRESS VERIFICATION  
5/22/2019 ,BATTERY-DOMESTIC                   
5/22/2019 ,BATTERY                            
5/22/2019 ,THEFT-RETAIL                       
5/19/2019 ,PEDESTRIAN STOPS                   
5/22/2019 ,BURGLARY FROM MOTOR VEHICLE        
5/19/2019 ,THEFT OVER $500                    
5/21/2019 ,BURGLARY FROM MOTOR VEHICLE        
5/24/2019 ,BURGLARY FROM MOTOR VEHICLE        
5/24/2019 ,IMPOUNDED VEHICLE                  
5/24/2019 ,CONTROLLED SUBSTANCE-POSSESSION    
5/24/2019 ,CONTROLLED SUBSTANCE-LOOK-ALIKE    
5/25/2019 ,TERRY STOPS                        
5/25/2019 ,DRIVING UNDER SUSPENDED LICENSE    
5/25/2019 ,IMPOUNDED VEHICLE                  
5/26/2019 ,ILLEGAL TRANSPORTATION OF LIQUOR   
5/26/2019 ,FAILURE TO SIGNAL                  
5/26/2019 ,RESIST/OBS CORRECT/POLICE/FIRE     
5/26/2019 ,NO TAILLIGHTS                      
5/26/2019 ,TRAFFIC SIGN VIOLATION             
5/26/2019 ,IMPOUNDED VEHICLE                  
5/26/2019 ,USE OF FORCE BY OFFICER            
5/26/2019 ,FLEEING OR ATTEMPT TO ELUDE POLICE 
6/24/2019 ,FOUND ARTICLES                     
6/23/2019 ,IMPROPER LANE USAGE                
6/23/2019 ,ACCIDENT INVOLVING NON-INJURY      
6/21/2019 ,IMPROPER LIGHTING/ONE HEADLIGHT    
6/21/2019 ,POSSESSION OF CANNABIS             
6/22/2019 ,IMPROPER LANE USAGE                
6/22/2019 ,ACCIDENT INVOLVING NON-INJURY      
6/24/2019 ,FAILURE TO REDUCE SPEED            
6/24/2019 ,ACCIDENT INVOLVING NON-INJURY      
6/19/2019 ,SPEEDING-CONSTRUCTION ZONE         
6/13/2019 ,SPEEDING (RADAR)                   
6/13/2019 ,SPEEDING (RADAR)                   
6/13/2019 ,SPEEDING (RADAR)                   
6/13/2019 ,OPERATE UNINSURED MOTOR VEHICLE    
6/24/2019 ,BURGLARY RESIDENTIAL               
6/24/2019 ,ASSIST COUNTY POLICE               
6/23/2019 ,OPERATE MV W/SUSPEND REGISTRATION  
6/21/2019 ,ELECTRONIC COMMUNICATION-VOICE     
6/21/2019 ,SPEEDING (RADAR)                   
6/24/2019 ,FIELD INTERVIEW                    
6/21/2019 ,ELECTRONIC COMMUNICATION-VOICE     
6/25/2019 ,CRIMINAL DAMAGE TO PROPERTY        
6/25/2019 ,BURGLARY FROM MOTOR VEHICLE        
6/23/2019 ,THEFT-RETAIL                       
6/22/2019 ,THEFT OVER $500                    
6/25/2019 ,THEFT $500 AND UNDER               
6/18/2019 ,FIELD INTERVIEW                    
6/18/2019 ,FIELD INTERVIEW                    
6/18/2019 ,FIELD INTERVIEW                    
6/04/2019 ,PEDESTRIAN STOPS                   
6/26/2019 ,IMPROPER LIGHTING/ONE HEADLIGHT    
6/26/2019 ,IMPROPER LANE USAGE                
6/26/2019 ,ACCIDENT INVOLVING NON-INJURY      
6/27/2019 ,TRAFFIC SIGNAL VIOLATION           
6/27/2019 ,D/L NOT ON PERSON                  
6/27/2019 ,SPEEDING (RADAR)                   
7/29/2019 ,BATTERY-AGGRAVATED                 
7/31/2019 ,SUICIDE THREAT-NO ATTEMPT          
7/31/2019 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
7/30/2019 ,ASSIST AGENCY (OTHER)              
7/30/2019 ,DECEPTIVE PRACTICES                
7/31/2019 ,DISORDERLY CONDUCT-ALL OTHER       
7/05/2019 ,SEAT BELT-DRIVER & PASSENGER       
8/01/2019 ,DRIVING UNDER SUSPENDED LICENSE    
8/01/2019 ,IMPOUNDED VEHICLE                  
8/01/2019 ,NO REGISTRATION                    
8/01/2019 ,ALCOHOL/LIQUOR LICENSE REQUIRED    
3/30/2019 ,UNLAWFUL USE OF I.D.               
8/02/2019 ,IMPOUNDED VEHICLE                  
8/02/2019 ,CANCEL/SUSPEND/REVOKED REGISTRATION
7/25/2019 ,ACCIDENT INVOLVING NON-INJURY      
7/25/2019 ,FAILURE TO REDUCE SPEED            
8/02/2019 ,BURGLARY FROM MOTOR VEHICLE        
8/03/2019 ,BATTERY-DOMESTIC                   
8/03/2019 ,BATTERY-DOMESTIC                   
8/03/2019 ,ASSIST SICK & INJURED              
8/03/2019 ,RESISTING/OBSTR. OFFICER           
8/03/2019 ,CRISIS INTERVEN. - MENTAL ILLNESS  
8/03/2019 ,DAMAGING PROPERTY                  
8/02/2019 ,BATTERY                            
8/02/2019 ,THEFT-RETAIL                       
8/03/2019 ,BURGLARY FROM MOTOR VEHICLE        
7/29/2019 ,TRAFFIC SIGNAL VIOLATION           
7/26/2019 ,OTHER EQUIPMENT VIOLATIONS         
8/04/2019 ,THEFT-RETAIL                       
9/03/2019 ,THEFT-RETAIL                       
8/31/2019 ,ACCIDENT INVOLVING NON-INJURY      
8/31/2019 ,IMPROPER LANE USAGE                
8/27/2019 ,FIELD INTERVIEW                    
9/03/2019 ,RECKLESS DRIVING                   
8/25/2019 ,MIP ALCOHOL/LIQUOR                 
8/25/2019 ,ALCOHOL/LIQ SALES INTOX SUBJ OR <21
8/25/2019 ,ADULT RESPONSIBILITY               
8/26/2019 ,FIELD INTERVIEW                    
8/26/2019 ,TERRY STOPS                        
9/02/2019 ,THEFT $500 AND UNDER               
8/28/2019 ,FIELD INTERVIEW                    
8/19/2019 ,FIELD INTERVIEW                    
8/29/2019 ,POCKET-PICKING                     
9/01/2019 ,BURGLARY FROM MOTOR VEHICLE        
9/04/2019 ,ASSAULT-AGGRAVATED                 
9/04/2019 ,CRISIS INTERVEN. - DOMESTIC TROUBLE
8/30/2019 ,ACCIDENT INVOLVING NON-INJURY      
8/30/2019 ,ACCIDENT HIT AND RUN               
8/31/2019 ,FIELD INTERVIEW                    
9/04/2019 ,FIELD INTERVIEW                    
9/05/2019 ,FOUND ARTICLES                     
9/04/2019 ,CRIMINAL DAMAGE TO PROPERTY        
9/04/2019 ,THEFT-MOTOR VEHICLE                
9/04/2019 ,TRAFFIC SIGN VIOLATION             
9/03/2019 ,BATTERY-DOMESTIC                   
9/05/2019 ,BATTERY-DOMESTIC                   
9/05/2019 ,BATTERY-DOMESTIC                   
8/30/2019 ,FIELD INTERVIEW                    
8/30/2019 ,FIELD INTERVIEW                    
10/01/2019,ACCIDENT INVOLVING NON-INJURY      
10/01/2019,FAILURE TO REDUCE SPEED            
10/03/2019,CRIMINAL DAMAGE TO PROPERTY        
2/14/2019 ,UNLAWFUL USE OF I.D.               
9/11/2019 ,PEDESTRIAN STOPS                   
10/03/2019,MOB ACTION                         
10/03/2019,BATTERY-AGGRAVATED                 
9/08/2019 ,OTHER EQUIPMENT VIOLATIONS         
9/06/2019 ,ELECTRONIC COMMUNICATION-VOICE     
9/06/2019 ,SPEEDING (SCHOOL ZONE)             
9/06/2019 ,SPEEDING (RADAR)                   
9/27/2019 ,DEATH INVESTIGATION                
9/28/2019 ,BURGLARY FROM MOTOR VEHICLE        
10/04/2019,DECEPTIVE PRACTICES                
10/01/2019,VIOLATION OF BAIL BOND             
10/01/2019,CRIMINAL DAMAGE TO PROPERTY        
10/01/2019,DOMESTIC DISPUTE                   
10/04/2019,BATTERY-AGG DOMESTIC               
10/04/2019,THEFT $500 AND UNDER               
10/04/2019,BATTERY-DOMESTIC                   
10/04/2019,LOST ARTICLES                      
10/05/2019,BATTERY-AGGRAVATED                 
10/05/2019,THEFT $500 AND UNDER               
10/05/2019,LOST ARTICLES                      
11/02/2019,HEROIN OVERDOSE                    
10/31/2019,FAILURE TO REDUCE SPEED            
10/31/2019,ACCIDENT INVOLVING INJURY          
11/04/2019,BATTERY-AGG DOMESTIC               
11/04/2019,BATTERY-DOMESTIC                   
11/04/2019,SUICIDE ATTEMPT/DRUGS              
10/29/2019,ACCIDENT HIT AND RUN               
10/29/2019,ACCIDENT INVOLVING NON-INJURY      
11/01/2019,FAILURE TO YIELD TURNING LEFT      
11/01/2019,ACCIDENT INVOLVING NON-INJURY      
10/26/2019,IMPROPER USE OF SIGNAL             
11/04/2019,BATTERY-DOMESTIC                   
11/05/2019,CURFEW                             
11/05/2019,BATTERY-DOMESTIC                   
11/05/2019,BATTERY-DOMESTIC                   
11/04/2019,THEFT OVER $500                    
